movieId,Community,title,genres
39292,5,"Good Night, and Good Luck. (2005)",Crime|Drama
79132,19,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
433,0,Clean Slate (1994),Comedy
1279,11,Night on Earth (1991),Comedy|Drama
1027,29,Robin Hood: Prince of Thieves (1991),Adventure|Drama
2617,4,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
3334,17,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
436,18,Color of Night (1994),Drama|Thriller
64620,25,Frost/Nixon (2008),Drama
1672,17,"Rainmaker, The (1997)",Drama
6793,20,Beethoven (1992),Children|Comedy|Drama
3063,14,Poison Ivy (1992),Drama|Thriller
2340,19,Meet Joe Black (1998),Romance
54,20,"Big Green, The (1995)",Children|Comedy
23,14,Assassins (1995),Action|Crime|Thriller
147142,12,Those Happy Days (2006),Children|Comedy
2986,4,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
96737,22,Dredd (2012),Action|Sci-Fi
252,18,I.Q. (1994),Comedy|Romance
1234,5,"Sting, The (1973)",Comedy|Crime
174,18,Jury Duty (1995),Comedy
1387,9,Jaws (1975),Action|Horror
4643,20,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
1225,9,Amadeus (1984),Drama
4158,14,Monkeybone (2001),Animation|Comedy|Fantasy
2738,18,Crimes of the Heart (1986),Comedy|Drama
2474,17,"Color of Money, The (1986)",Drama
88140,13,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War
2724,0,Runaway Bride (1999),Comedy|Romance
263,0,Ladybird Ladybird (1994),Drama
49286,0,"Holiday, The (2006)",Comedy|Romance
4392,5,Alice (1990),Comedy|Drama|Fantasy|Romance
2840,25,Stigmata (1999),Drama|Thriller
254,25,Jefferson in Paris (1995),Drama
3258,1,Death Becomes Her (1992),Comedy|Fantasy
3095,15,"Grapes of Wrath, The (1940)",Drama
6100,19,"Midsummer Night's Sex Comedy, A (1982)",Comedy|Romance
353,15,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
58803,22,21 (2008),Crime|Drama|Romance|Thriller
648,15,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
316,18,Stargate (1994),Action|Adventure|Sci-Fi
395,10,,
5955,14,Antwone Fisher (2002),Drama
1995,20,Poltergeist II: The Other Side (1986),Horror|Thriller
2206,22,Suspicion (1941),Film-Noir|Mystery|Thriller
1476,24,Private Parts (1997),Comedy|Drama
1912,18,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
80489,9,"Town, The (2010)",Crime|Drama|Thriller
604,18,,
5524,2,Blue Crush (2002),Adventure|Drama|Romance
1907,18,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1552,18,Con Air (1997),Action|Adventure|Thriller
242,17,Farinelli: il castrato (1994),Drama|Musical
4025,12,Miss Congeniality (2000),Comedy|Crime
424,6,Blue Chips (1994),Drama
3448,17,"Good Morning, Vietnam (1987)",Comedy|Drama|War
56367,0,Juno (2007),Comedy|Drama|Romance
176,17,Living in Oblivion (1995),Comedy
58559,19,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
2091,12,Return from Witch Mountain (1978),Children|Sci-Fi
5902,5,Adaptation (2002),Comedy|Drama|Romance
6378,7,"Italian Job, The (2003)",Action|Crime
2278,16,Ronin (1998),Action|Crime|Thriller
181,18,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
455,18,Free Willy (1993),Adventure|Children|Drama
111360,24,Lucy (2014),Action|Sci-Fi
476,18,"Inkwell, The (1994)",Comedy|Drama
2081,10,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
88125,10,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX
2805,17,Mickey Blue Eyes (1999),Comedy|Romance
3210,0,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
1302,15,Field of Dreams (1989),Children|Drama|Fantasy
155,15,Beyond Rangoon (1995),Adventure|Drama|War
1625,12,"Game, The (1997)",Drama|Mystery|Thriller
2384,20,Babe: Pig in the City (1998),Adventure|Children|Drama
59784,9,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
1615,4,"Edge, The (1997)",Adventure|Drama
27846,6,"Corporation, The (2003)",Documentary
84772,15,Paul (2011),Adventure|Comedy|Sci-Fi
7179,3,Wuthering Heights (1992),Drama|Romance
33166,16,Crash (2004),Crime|Drama
425,16,Blue Sky (1994),Drama|Romance
2117,2,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
54648,22,Rush Hour 3 (2007),Action|Comedy|Crime|Thriller
104211,22,We're the Millers (2013),Comedy|Crime
112818,9,"Purge: Anarchy, The (2014)",Action|Horror|Thriller
1882,16,Godzilla (1998),Action|Sci-Fi|Thriller
3918,18,Hellbound: Hellraiser II (1988),Horror
383,18,Wyatt Earp (1994),Western
2155,18,"Slums of Beverly Hills, The (1998)",Comedy|Drama
1270,15,Back to the Future (1985),Adventure|Comedy|Sci-Fi
500,10,Mrs. Doubtfire (1993),Comedy|Drama
7297,13,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama
72011,11,Up in the Air (2009),Drama|Romance
94,18,Beautiful Girls (1996),Comedy|Drama|Romance
112290,21,Boyhood (2014),Drama
3793,10,X-Men (2000),Action|Adventure|Sci-Fi
276,18,Milk Money (1994),Comedy|Romance
3263,16,White Men Can't Jump (1992),Comedy|Drama
3720,2,Sunshine (1999),Drama
60069,18,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
241,3,Fluke (1995),Children|Drama
2360,24,"Celebration, The (Festen) (1998)",Drama
193,17,Showgirls (1995),Drama
783,16,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance
1923,20,There's Something About Mary (1998),Comedy|Romance
3006,25,"Insider, The (1999)",Drama|Thriller
105504,22,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX
148592,16,Just Jim (2015),Comedy
71057,2,9 (2009),Adventure|Animation|Sci-Fi
4448,2,"Score, The (2001)",Action|Drama
78772,4,"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX
1207,6,To Kill a Mockingbird (1962),Drama
1244,19,Manhattan (1979),Comedy|Drama|Romance
8814,13,Without a Paddle (2004),Comedy
53125,2,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy
37380,22,Doom (2005),Action|Horror|Sci-Fi
5459,10,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
3257,20,"Bodyguard, The (1992)",Drama|Romance|Thriller
6377,9,Finding Nemo (2003),Adventure|Animation|Children|Comedy
3675,24,White Christmas (1954),Comedy|Musical|Romance
168,29,First Knight (1995),Action|Drama|Romance
3197,15,"Presidio, The (1988)",Action|Crime|Romance|Thriller
1208,17,Apocalypse Now (1979),Action|Drama|War
6157,1,Daredevil (2003),Action|Crime
72998,22,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
3564,18,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy
1676,9,Starship Troopers (1997),Action|Sci-Fi
118696,2,The Hobbit: The Battle of the Five Armies (2014),Adventure|Fantasy
43836,25,"Pink Panther, The (2006)",Adventure|Comedy|Crime
899,0,Singin' in the Rain (1952),Comedy|Musical|Romance
2746,20,Little Shop of Horrors (1986),Comedy|Horror|Musical
1089,6,Reservoir Dogs (1992),Crime|Mystery|Thriller
2806,3,Teaching Mrs. Tingle (1999),Comedy|Thriller
8937,8,Friday Night Lights (2004),Action|Drama
1962,12,Driving Miss Daisy (1989),Drama
350,14,"Client, The (1994)",Drama|Mystery|Thriller
53000,18,28 Weeks Later (2007),Horror|Sci-Fi|Thriller
343,5,"Baby-Sitters Club, The (1995)",Children
7981,5,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller
27032,22,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller
3099,1,Shampoo (1975),Comedy|Drama|Romance
266,20,Legends of the Fall (1994),Drama|Romance|War|Western
289,17,Only You (1994),Comedy|Romance
3176,6,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
1086,17,Dial M for Murder (1954),Crime|Mystery|Thriller
1120,18,"People vs. Larry Flynt, The (1996)",Comedy|Drama
65126,4,Choke (2008),Comedy|Drama
1266,20,Unforgiven (1992),Drama|Western
56908,2,Dedication (2007),Comedy|Drama|Romance
2966,12,"Straight Story, The (1999)",Adventure|Drama
1379,19,Young Guns II (1990),Action|Western
2907,19,Superstar (1999),Comedy
3134,7,Grand Illusion (La grande illusion) (1937),Drama|War
76093,24,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
1358,20,Sling Blade (1996),Drama
30793,14,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
174909,12,Logan Lucky (2017),Comedy
152077,12,10 Cloverfield Lane (2016),Thriller
1061,4,Sleepers (1996),Thriller
286,4,,
134368,22,Spy (2015),Action|Comedy|Crime
4254,7,Crocodile Dundee in Los Angeles (2001),Comedy|Drama
50800,14,"Messengers, The (2007)",Drama|Horror|Thriller
5388,17,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
135436,22,The Secret Life of Pets (2016),Animation|Comedy
7158,1,House of Sand and Fog (2003),Drama
2917,11,Body Heat (1981),Crime|Thriller
37,18,,
5971,12,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
1395,20,Tin Men (1987),Comedy|Drama
135536,0,Suicide Squad (2016),Action|Crime|Sci-Fi
93,15,Vampire in Brooklyn (1995),Comedy|Horror|Romance
1391,24,Mars Attacks! (1996),Action|Comedy|Sci-Fi
4973,7,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
108,7,Catwalk (1996),Documentary
8958,25,Ray (2004),Drama
1006,18,"Chamber, The (1996)",Drama
2146,0,St. Elmo's Fire (1985),Drama|Romance
54736,2,"Kingdom, The (2007)",Action|Drama|Thriller
4262,15,Scarface (1983),Action|Crime|Drama
1249,20,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
94405,18,Safe (2012),Action|Crime|Thriller
151,4,Rob Roy (1995),Action|Drama|Romance|War
3977,24,Charlie's Angels (2000),Action|Comedy
46965,24,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller
2706,2,American Pie (1999),Comedy|Romance
1297,17,Real Genius (1985),Comedy
60756,22,Step Brothers (2008),Comedy
583,22,Dear Diary (Caro Diario) (1994),Comedy|Drama
904,22,Rear Window (1954),Mystery|Thriller
1030,10,Pete's Dragon (1977),Adventure|Animation|Children|Musical
901,17,Funny Face (1957),Comedy|Musical
3499,19,Misery (1990),Drama|Horror|Thriller
3967,10,Billy Elliot (2000),Drama
1274,9,Akira (1988),Action|Adventure|Animation|Sci-Fi
3633,20,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
2531,15,Battle for the Planet of the Apes (1973),Action|Sci-Fi
5152,24,We Were Soldiers (2002),Action|Drama|War
38886,0,"Squid and the Whale, The (2005)",Comedy|Drama
3568,29,Smiling Fish and Goat on Fire (1999),Comedy|Romance
932,15,"Affair to Remember, An (1957)",Drama|Romance
59725,7,Sex and the City (2008),Comedy|Romance
1088,0,Dirty Dancing (1987),Drama|Musical|Romance
26629,7,Killer Klowns from Outer Space (1988),Comedy|Horror|Sci-Fi
7360,16,Dawn of the Dead (2004),Action|Drama|Horror|Thriller
3949,18,Requiem for a Dream (2000),Drama
61,12,Eye for an Eye (1996),Drama|Thriller
5481,8,Austin Powers in Goldmember (2002),Comedy
1873,5,"Misérables, Les (1998)",Crime|Drama|Romance|War
166024,2,Whiplash (2013),(no genres listed)
919,20,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
2793,19,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
3593,29,Battlefield Earth (2000),Action|Sci-Fi
1921,14,Pi (1998),Drama|Sci-Fi|Thriller
2183,14,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
3238,9,Eye of the Beholder (1999),Thriller
591,9,,
1304,14,Butch Cassidy and the Sundance Kid (1969),Action|Western
7894,4,"Duck, You Sucker (1971)",Action|Western
108156,0,Ride Along (2014),Action|Comedy
66097,8,Coraline (2009),Animation|Fantasy|Thriller
33679,12,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
2052,29,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
3717,18,Gone in 60 Seconds (2000),Action|Crime
2691,17,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama
5957,18,Two Weeks Notice (2002),Comedy|Romance
251,6,"Hunted, The (1995)",Action
4994,2,"Majestic, The (2001)",Comedy|Drama|Romance
3159,10,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
3186,0,"Girl, Interrupted (1999)",Drama
2391,17,"Simple Plan, A (1998)",Crime|Drama|Thriller
6595,2,S.W.A.T. (2003),Action|Thriller
1320,15,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller
466,22,Hot Shots! Part Deux (1993),Action|Comedy|War
6708,8,Matchstick Men (2003),Comedy|Crime|Drama
5528,13,One Hour Photo (2002),Drama|Thriller
188,22,"Prophecy, The (1995)",Fantasy|Horror|Mystery
1479,20,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
2054,20,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
51935,2,Shooter (2007),Action|Drama|Thriller
1614,18,In & Out (1997),Comedy
6810,20,Sleeping with the Enemy (1991),Drama|Thriller
785,20,Kingpin (1996),Comedy
3816,1,"Official Story, The (La historia oficial) (1985)",Drama
1327,15,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
413,0,Airheads (1994),Comedy
3830,7,Psycho Beach Party (2000),Comedy|Horror|Thriller
85796,18,Hobo with a Shotgun (2011),Action|Adventure|Crime|Thriller
485,18,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
2683,29,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
3246,4,Malcolm X (1992),Drama
585,4,"Brady Bunch Movie, The (1995)",Comedy
3819,11,Tampopo (1985),Comedy
70862,25,It Might Get Loud (2008),Documentary
1136,20,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
122916,6,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi
6502,17,28 Days Later (2002),Action|Horror|Sci-Fi
412,4,"Age of Innocence, The (1993)",Drama
2995,15,House on Haunted Hill (1999),Horror|Thriller
554,15,,
308,19,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
2686,4,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
1090,17,Platoon (1986),Drama|War
7143,18,"Last Samurai, The (2003)",Action|Adventure|Drama|War
2501,25,October Sky (1999),Drama
64614,12,Gran Torino (2008),Crime|Drama
3925,11,Stranger Than Paradise (1984),Comedy|Drama
3034,9,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
1777,18,"Wedding Singer, The (1998)",Comedy|Romance
2300,22,"Producers, The (1968)",Comedy
473,22,In the Army Now (1994),Comedy|War
77455,21,Exit Through the Gift Shop (2010),Comedy|Documentary
4054,25,Save the Last Dance (2001),Drama|Romance
4022,11,Cast Away (2000),Drama
2424,0,You've Got Mail (1998),Comedy|Romance
45447,19,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
2140,19,"Dark Crystal, The (1982)",Adventure|Fantasy
1034,19,Freeway (1996),Comedy|Crime|Drama|Thriller
42418,17,"New World, The (2005)",Adventure|Drama|Romance
27156,22,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
1917,16,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
333,18,Tommy Boy (1995),Comedy
157296,13,Finding Dory (2016),Adventure|Animation|Comedy
741,18,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
915,24,Sabrina (1954),Comedy|Romance
203,4,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
8521,1,Dr. Jekyll and Mr. Hyde (1931),Drama|Horror
7173,0,Along Came Polly (2004),Comedy|Romance
143,0,,
103384,21,"Lone Ranger, The (2013)",Action|Adventure|Western|IMAX
34271,1,Hustle & Flow (2005),Crime|Drama
1028,10,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
3039,16,Trading Places (1983),Comedy
100498,18,"Good Day to Die Hard, A (2013)",Action|Crime|Thriller|IMAX
1214,2,Alien (1979),Horror|Sci-Fi
8836,4,Wicker Park (2004),Drama|Romance|Thriller
107951,13,Hunting Elephants (2013),Comedy|Crime
6287,3,Anger Management (2003),Comedy
314,18,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
2405,12,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
512,18,"Puppet Masters, The (1994)",Horror|Sci-Fi
164707,13,Go Figure (2005),Children|Comedy|Drama
2436,18,Tea with Mussolini (1999),Comedy|Drama|War
281,29,Nobody's Fool (1994),Comedy|Drama|Romance
5218,4,Ice Age (2002),Adventure|Animation|Children|Comedy
1298,4,Pink Floyd: The Wall (1982),Drama|Musical
53,4,Lamerica (1994),Adventure|Drama
1465,7,Rosewood (1997),Action|Drama
1019,15,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
67255,19,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller
4995,12,"Beautiful Mind, A (2001)",Drama|Romance
2720,22,Inspector Gadget (1999),Action|Adventure|Children|Comedy
1432,4,Metro (1997),Action|Comedy|Crime|Drama|Thriller
106839,16,Mandela: Long Walk to Freedom (2013),Drama
8368,22,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
40815,22,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
543,5,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
79242,16,"Kids Are All Right, The (2010)",Comedy|Drama
348,7,Bullets Over Broadway (1994),Comedy
2527,29,Westworld (1973),Action|Sci-Fi|Thriller|Western
3634,9,Seven Days in May (1964),Thriller
2330,11,Hands on a Hard Body (1996),Comedy|Documentary
40629,25,Pride & Prejudice (2005),Drama|Romance
2316,19,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
6763,17,Duplex (2003),Comedy|Crime
5219,15,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
30812,17,"Aviator, The (2004)",Drama
69844,22,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
442,18,Demolition Man (1993),Action|Adventure|Sci-Fi
6618,2,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
62434,12,Zack and Miri Make a Porno (2008),Comedy|Drama|Romance
2411,12,Rocky IV (1985),Action|Drama
5445,6,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
172,10,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
149,32,Amateur (1994),Crime|Drama|Thriller
175485,4,Death Note (2017),Horror|Thriller
184,4,Nadja (1994),Drama
179,32,Mad Love (1995),Drama|Romance
3328,15,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
4223,20,Enemy at the Gates (2001),Drama|War
33896,14,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror
2530,9,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2997,6,Being John Malkovich (1999),Comedy|Drama|Fantasy
2253,16,Toys (1992),Comedy|Fantasy
7369,22,Scooby-Doo 2: Monsters Unleashed (2004),Action|Adventure|Children|Comedy|Mystery
162,17,Crumb (1994),Documentary
329,15,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
400,20,,
72,0,Kicking and Screaming (1995),Comedy|Drama
69,20,Friday (1995),Comedy
86911,20,"Hangover Part II, The (2011)",Comedy
1489,20,Cats Don't Dance (1997),Animation|Children|Musical
4721,22,American Outlaws (2001),Action|Comedy|Western
3745,19,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
48738,4,"Last King of Scotland, The (2006)",Drama|Thriller
46578,6,Little Miss Sunshine (2006),Adventure|Comedy|Drama
154,11,Beauty of the Day (Belle de jour) (1967),Drama
3244,20,"Goodbye Girl, The (1977)",Comedy|Romance
3798,19,What Lies Beneath (2000),Drama|Horror|Mystery
5945,18,About Schmidt (2002),Comedy|Drama
2529,9,Planet of the Apes (1968),Action|Drama|Sci-Fi
5669,7,Bowling for Columbine (2002),Documentary
1238,18,Local Hero (1983),Comedy
92008,22,Haywire (2011),Action|Thriller
557,5,,
4020,7,"Gift, The (2000)",Thriller
7004,8,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller
903,15,Vertigo (1958),Drama|Mystery|Romance|Thriller
4929,1,"Toy, The (1982)",Comedy
3450,17,Grumpy Old Men (1993),Comedy
5418,22,"Bourne Identity, The (2002)",Action|Mystery|Thriller
5613,4,8 Women (2002),Comedy|Crime|Musical|Mystery
78266,4,Splice (2009),Horror|Sci-Fi|Thriller
3037,29,Little Big Man (1970),Western
401,16,,
1042,1,That Thing You Do! (1996),Comedy|Drama
5464,18,Road to Perdition (2002),Crime|Drama
7007,22,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller
6947,1,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
82459,20,True Grit (2010),Western
358,0,Higher Learning (1995),Drama
2320,2,Apt Pupil (1998),Drama|Thriller
2076,25,Blue Velvet (1986),Drama|Mystery|Thriller
2433,9,"Civil Action, A (1998)",Drama
6662,14,"Pink Panther, The (1963)",Comedy|Crime
637,18,Sgt. Bilko (1996),Comedy
270,32,Love Affair (1994),Drama|Romance
2325,19,Orgazmo (1997),Comedy
69406,22,"Proposal, The (2009)",Comedy|Romance
3386,7,JFK (1991),Drama|Mystery|Thriller
210,6,Wild Bill (1995),Western
2080,15,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
104644,13,Maria Bamford: The Special Special Special! (2012),Comedy
373,14,Red Rock West (1992),Thriller
2942,17,Flashdance (1983),Drama|Romance
7451,0,Mean Girls (2004),Comedy
6794,2,Beethoven's 2nd (1993),Children|Comedy
55052,21,Atonement (2007),Drama|Romance|War
2712,7,Eyes Wide Shut (1999),Drama|Mystery|Thriller
4759,6,Two Can Play That Game (2001),Comedy|Drama
2067,14,Doctor Zhivago (1965),Drama|Romance|War
1805,18,Wild Things (1998),Crime|Drama|Mystery|Thriller
1388,18,Jaws 2 (1978),Horror|Thriller
244,15,,
1212,19,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
50804,19,Hannibal Rising (2007),Drama|Horror|Thriller
87529,13,Your Highness (2011),Action|Adventure|Comedy|Fantasy
110501,22,The Raid 2: Berandal (2014),Action|Crime|Thriller
69278,9,Land of the Lost (2009),Action|Adventure|Comedy|Sci-Fi
1217,7,Ran (1985),Drama|War
135133,24,The Hunger Games: Mockingjay - Part 2 (2015),Adventure|Sci-Fi
2259,19,Blame It on Rio (1984),Comedy|Romance
1582,14,Wild America (1997),Adventure|Children
92259,0,Intouchables (2011),Comedy|Drama
10,0,GoldenEye (1995),Action|Adventure|Thriller
2792,18,Airplane II: The Sequel (1982),Comedy
1748,10,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
6552,14,Dirty Pretty Things (2002),Crime|Drama|Thriller
80549,22,Easy A (2010),Comedy|Romance
506,22,Orlando (1992),Drama|Fantasy|Romance
27831,19,Layer Cake (2004),Crime|Drama|Thriller
4589,11,Eddie and the Cruisers (1983),Drama|Musical|Mystery
7364,2,Intermission (2003),Comedy|Crime|Drama
6936,13,Elf (2003),Children|Comedy|Fantasy
134170,22,Kung Fury (2015),Action|Comedy|Fantasy|Sci-Fi
81847,22,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
760,22,Stalingrad (1993),Drama|War
511,6,"Program, The (1993)",Action|Drama
1374,20,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
56,18,,
2717,22,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
40946,1,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical
53127,5,Bug (2007),Drama|Horror|Thriller
1952,20,Midnight Cowboy (1969),Drama
85414,4,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller
106,22,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
952,16,Around the World in 80 Days (1956),Adventure|Comedy
1371,18,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
7458,0,Troy (2004),Action|Adventure|Drama|War
127,12,,
1206,8,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
5630,22,Red Dragon (2002),Crime|Mystery|Thriller
106696,19,Frozen (2013),Adventure|Animation|Comedy|Fantasy|Musical|Romance
25937,1,Easter Parade (1948),Musical|Romance
788,32,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
492,32,Manhattan Murder Mystery (1993),Comedy|Mystery
2145,0,Pretty in Pink (1986),Comedy|Drama|Romance
38304,23,No Direction Home: Bob Dylan (2005),Documentary
499,23,Mr. Wonderful (1993),Comedy|Romance
4990,25,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
102407,12,"Great Gatsby, The (2013)",Drama
4956,2,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller
91126,16,War Horse (2011),Drama|War
2403,22,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
3578,12,Gladiator (2000),Action|Adventure|Drama
86644,22,"Fast Five (Fast and the Furious 5, The) (2011)",Action|Crime|Drama|Thriller|IMAX
3821,13,Nutty Professor II: The Klumps (2000),Comedy
2622,8,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
605,8,One Fine Day (1996),Drama|Romance
4041,5,"Officer and a Gentleman, An (1982)",Drama|Romance
105250,21,"Century of the Self, The (2002)",Documentary
83613,22,Cowboys & Aliens (2011),Action|Sci-Fi|Thriller|Western|IMAX
96004,7,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
2541,22,Cruel Intentions (1999),Drama
46972,0,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
406,0,Federal Hill (1994),Drama
61406,2,John Adams (2008),Drama
236,9,French Kiss (1995),Action|Comedy|Romance
33,20,,
1127,4,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
6593,0,Freaky Friday (2003),Children|Comedy|Fantasy
118702,16,Unbroken (2014),Drama|War
913,29,"Maltese Falcon, The (1941)",Film-Noir|Mystery
59,29,,
34319,12,"Island, The (2005)",Action|Sci-Fi|Thriller
616,6,"Aristocats, The (1970)",Animation|Children
1262,14,"Great Escape, The (1963)",Action|Adventure|Drama|War
47124,18,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX
76293,9,Date Night (2010),Action|Comedy|Romance
47629,29,The Queen (2006),Drama
322,29,Swimming with Sharks (1995),Comedy|Drama
141646,13,The Unauthorized Saved by the Bell Story (2014),Comedy|Drama
2972,11,Red Sorghum (Hong gao liang) (1987),Drama|War
5782,5,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
1412,4,Some Mother's Son (1996),Drama
171,18,Jeffrey (1995),Comedy|Drama
2311,7,2010: The Year We Make Contact (1984),Sci-Fi
